1000;975
10017;6606
1001;976
1002;977
1003;978
1004;979
10057;6607
1005;980
10061;6608
10062;6609
10069;6610
1006;981
1007;982
10080;6611
10089;6612
1008;983
10096;6613
1009;984
100;100
10102;6614
10103;6615
10104;6616
10105;6617
10106;6618
10107;6619
1010;985
10110;6620
10114;6621
10116;6622
10117;6623
1011;986
10121;6624
10122;6625
10123;6626
10128;6627
10129;6628
1012;987
10130;6629
10131;6630
10132;6631
10133;6632
10134;6633
10135;6634
10137;6635
10138;6636
10139;6637
1013;988
10140;6638
10141;6639
10142;6640
10144;6641
10145;6642
10148;6643
10149;6644
1014;989
10151;6645
10154;6646
10155;6647
10156;6648
10157;6649
1015;990
10160;6650
10161;6651
10162;6652
10163;6653
10164;6654
10165;6655
10166;6656
10169;6657
1016;991
10171;6658
10173;6659
10178;6660
1017;992
10184;6661
10185;6662
10186;6663
1018;993
1019;994
101;101
1020;995
1021;996
1022;997
1023;998
1024;999
1025;1000
1026;1001
1027;1002
1028;1003
10295;6664
1029;1004
102;102
1030;1005
1031;1006
1032;1007
1033;1008
1034;1009
1035;1010
10360;6665
10363;6666
1036;1011
10370;6667
10371;6668
10378;6669
1037;1012
1038;1013
1039;1014
103;103
1040;1015
1041;1016
1042;1017
1043;1018
1044;1019
1045;1020
1046;1021
1047;1022
1048;1023
1049;1024
104;104
1050;1025
1051;1026
1052;1027
1053;1028
10544;6670
10545;6671
1054;1029
1055;1030
1056;1031
1057;1032
1058;1033
1059;1034
105;105
1060;1035
10611;6672
10617;6673
10618;6674
1062;1036
1063;1037
1064;1038
1065;1039
1066;1040
1067;1041
1068;1042
1069;1043
106;106
1070;1044
1071;1045
10723;6675
1072;1046
10744;6676
10745;6677
10746;6678
10747;6679
10748;6680
1074;1047
10750;6681
10751;6682
10752;6683
10753;6684
1075;1048
1076;1049
10776;6685
1077;1050
1078;1051
10794;6686
1079;1052
107;107
10800;6687
10802;6688
10803;6689
10804;6690
1080;1053
1081;1054
1082;1055
10831;6691
1083;1056
1084;1057
1085;1058
1086;1059
1087;1060
1088;1061
1089;1062
108;108
1090;1063
1091;1064
1092;1065
10934;6692
10938;6693
10939;6694
1093;1066
10941;6695
10942;6696
10949;6697
1094;1067
10951;6698
10952;6699
1095;1068
1096;1069
1097;1070
1098;1071
1099;1072
109;109
10;10
11004;6700
11005;6701
11008;6702
11009;6703
1100;1073
11010;6704
11011;6705
11012;6706
11017;6707
1101;1074
11022;6708
1102;1075
11030;6709
11031;6710
11032;6711
11035;6712
11038;6713
1103;1076
11048;6714
11049;6715
1104;1077
11053;6716
11054;6717
11055;6718
1105;1078
11067;6719
11068;6720
11069;6721
1106;1079
11070;6722
11071;6723
11072;6724
11073;6725
11074;6726
11075;6727
11076;6728
11077;6729
11078;6730
11079;6731
1107;1080
11080;6732
11081;6733
11082;6734
11084;6735
11086;6736
11087;6737
